ut,ctname,popestimate2019,Latitude,density,pergdp,state,county,confirmed,death,fulldate,name,newcase,per.confirm,X,ctname,prop.female
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,0,0,03/08/2020,3月8日,0,0,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,2,0,03/09/2020,3月9日,2,2.63E-06,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,2,0,03/10/2020,3月10日,0,2.63E-06,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,4,0,03/11/2020,3月11日,2,5.27E-06,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,5,0,03/12/2020,3月12日,1,6.59E-06,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,5,0,03/13/2020,3月13日,0,6.59E-06,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,8,0,03/14/2020,3月14日,3,1.05E-05,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,10,0,03/15/2020,3月15日,2,1.32E-05,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,10,0,03/16/2020,3月16日,0,1.32E-05,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,15,0,03/17/2020,3月17日,5,1.98E-05,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,18,0,03/18/2020,3月18日,3,2.37E-05,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,22,0,03/19/2020,3月19日,4,2.90E-05,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,36,0,03/20/2020,3月20日,14,4.74E-05,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,41,0,03/21/2020,3月21日,5,5.40E-05,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,53,0,03/22/2020,3月22日,12,6.98E-05,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,74,0,03/23/2020,3月23日,21,9.75E-05,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,107,0,03/24/2020,3月24日,33,0.00014092,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,125,0,03/25/2020,3月25日,18,0.000164626,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,137,0,03/26/2020,3月26日,12,0.00018043,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,219,2,03/27/2020,3月27日,82,0.000288425,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,246,3,03/28/2020,3月28日,27,0.000323984,430,Georgia-DeKalb,0.527108298
16,Georgia-DeKalb,759297,33.770661,1081.228444,344.7587742,Georgia,DeKalb,273,3,03/29/2020,3月29日,27,0.000359543,430,Georgia-DeKalb,0.527108298
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,0,0,03/01/2020,3月1日,0,0,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,0,0,03/02/2020,3月2日,0,0,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,2,0,03/03/2020,3月3日,2,1.88E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,2,0,03/04/2020,3月4日,0,1.88E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,2,0,03/05/2020,3月5日,0,1.88E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,2,0,03/06/2020,3月6日,0,1.88E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,3,0,03/07/2020,3月7日,1,2.82E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,3,0,03/08/2020,3月8日,0,2.82E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,5,0,03/09/2020,3月9日,2,4.70E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,5,0,03/10/2020,3月10日,0,4.70E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,6,0,03/11/2020,3月11日,1,5.64E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,8,0,03/12/2020,3月12日,2,7.52E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,8,0,03/13/2020,3月13日,0,7.52E-06,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,13,0,03/14/2020,3月14日,5,1.22E-05,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,20,0,03/15/2020,3月15日,7,1.88E-05,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,27,0,03/16/2020,3月16日,7,2.54E-05,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,33,0,03/17/2020,3月17日,6,3.10E-05,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,49,0,03/18/2020,3月18日,16,4.61E-05,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,66,2,03/19/2020,3月19日,17,6.20E-05,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,88,2,03/20/2020,3月20日,22,8.27E-05,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,99,2,03/21/2020,3月21日,11,9.31E-05,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,111,2,03/22/2020,3月22日,12,0.000104329,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,152,2,03/23/2020,3月23日,41,0.000142866,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,191,4,03/24/2020,3月24日,39,0.000179522,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,204,2,03/25/2020,3月25日,13,0.000191741,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,231,2,03/26/2020,3月26日,27,0.000217118,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,347,12,03/27/2020,3月27日,116,0.000326147,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,378,13,03/28/2020,3月28日,31,0.000355284,446,Georgia-Fulton,0.515741148
17,Georgia-Fulton,1063937,33.790034,768.7961558,1002.585291,Georgia,Fulton,425,13,03/29/2020,3月29日,47,0.00039946,446,Georgia-Fulton,0.515741148
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,0,0,03/01/2020,3月1日,0,0,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,0,0,03/02/2020,3月2日,0,0,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,0,0,03/03/2020,3月3日,0,0,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,0,0,03/04/2020,3月4日,0,0,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,0,0,03/05/2020,3月5日,0,0,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,0,0,03/06/2020,3月6日,0,0,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,0,0,03/07/2020,3月7日,0,0,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,0,0,03/08/2020,3月8日,0,0,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,2,0,03/09/2020,3月9日,2,2.14E-06,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,2,0,03/10/2020,3月10日,0,2.14E-06,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,2,0,03/11/2020,3月11日,0,2.14E-06,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,2,0,03/12/2020,3月12日,0,2.14E-06,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,2,0,03/13/2020,3月13日,0,2.14E-06,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,2,0,03/14/2020,3月14日,0,2.14E-06,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,4,0,03/15/2020,3月15日,2,4.27E-06,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,5,0,03/16/2020,3月16日,1,5.34E-06,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,7,0,03/17/2020,3月17日,2,7.48E-06,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,7,0,03/18/2020,3月18日,0,7.48E-06,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,12,0,03/19/2020,3月19日,5,1.28E-05,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,23,0,03/20/2020,3月20日,11,2.46E-05,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,23,1,03/21/2020,3月21日,0,2.46E-05,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,27,1,03/22/2020,3月22日,4,2.88E-05,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,35,1,03/23/2020,3月23日,8,3.74E-05,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,46,1,03/24/2020,3月24日,11,4.91E-05,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,69,1,03/25/2020,3月25日,23,7.37E-05,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,79,1,03/26/2020,3月26日,10,8.44E-05,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,121,1,03/27/2020,3月27日,42,0.000129239,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,131,1,03/28/2020,3月28日,10,0.00013992,453,Georgia-Gwinnett,0.511753313
18,Georgia-Gwinnett,936250,33.959101,827.6316255,330.4566206,Georgia,Gwinnett,145,1,03/29/2020,3月29日,14,0.000154873,453,Georgia-Gwinnett,0.511753313
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,3,0,03/01/2020,3月1日,1,5.82E-07,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,4,0,03/02/2020,3月2日,1,7.77E-07,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,4,0,03/03/2020,3月3日,0,7.77E-07,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,4,0,03/04/2020,3月4日,0,7.77E-07,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,5,0,03/05/2020,3月5日,1,9.71E-07,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,5,0,03/06/2020,3月6日,0,9.71E-07,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,6,0,03/07/2020,3月7日,1,1.16E-06,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,7,0,03/08/2020,3月8日,1,1.36E-06,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,11,0,03/09/2020,3月9日,4,2.14E-06,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,17,0,03/10/2020,3月10日,6,3.30E-06,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,22,0,03/11/2020,3月11日,5,4.27E-06,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,27,0,03/12/2020,3月12日,5,5.24E-06,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,40,0,03/13/2020,3月13日,13,7.77E-06,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,51,0,03/14/2020,3月14日,11,9.90E-06,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,51,0,03/15/2020,3月15日,0,9.90E-06,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,77,0,03/16/2020,3月16日,26,1.50E-05,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,107,1,03/17/2020,3月17日,30,2.08E-05,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,178,1,03/18/2020,3月18日,71,3.46E-05,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,278,2,03/19/2020,3月19日,100,5.40E-05,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,411,3,03/20/2020,3月20日,133,7.98E-05,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,548,4,03/21/2020,3月21日,137,0.000106403,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,805,6,03/22/2020,3月22日,257,0.000156304,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,922,9,03/23/2020,3月23日,117,0.000179021,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,1194,12,03/24/2020,3月24日,272,0.000231834,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,1418,14,03/25/2020,3月25日,224,0.000275327,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,1904,18,03/26/2020,3月26日,486,0.000369692,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,2239,20,03/27/2020,3月27日,335,0.000434738,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,2613,28,03/28/2020,3月28日,374,0.000507356,609,Illinois-Cook,0.514316302
19,Illinois-Cook,5150233,41.894294,1216.321349,492.1029753,Illinois,Cook,3445,40,03/29/2020,3月29日,832,0.000668902,609,Illinois-Cook,0.514316302
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/01/2020,3月1日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/02/2020,3月2日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/03/2020,3月3日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/04/2020,3月4日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/05/2020,3月5日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/06/2020,3月6日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/07/2020,3月7日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/08/2020,3月8日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/09/2020,3月9日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/10/2020,3月10日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/11/2020,3月11日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/12/2020,3月12日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,0,0,03/13/2020,3月13日,0,0,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,1,0,03/14/2020,3月14日,1,1.08E-06,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,1,0,03/15/2020,3月15日,0,1.08E-06,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,5,0,03/16/2020,3月16日,4,5.42E-06,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,26,0,03/17/2020,3月17日,21,2.82E-05,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,45,0,03/18/2020,3月18日,19,4.88E-05,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,54,0,03/19/2020,3月19日,9,5.85E-05,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,57,0,03/20/2020,3月20日,3,6.18E-05,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,65,0,03/21/2020,3月21日,8,7.04E-05,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,79,0,03/22/2020,3月22日,14,8.56E-05,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,95,0,03/23/2020,3月23日,16,0.000102934,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,103,1,03/24/2020,3月24日,8,0.000111602,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,131,0,03/25/2020,3月25日,28,0.000141941,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,182,1,03/26/2020,3月26日,51,0.0001972,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,199,6,03/27/2020,3月27日,17,0.00021562,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,202,6,03/28/2020,3月28日,3,0.00021887,615,Illinois-DuPage,0.508705143
20,Illinois-DuPage,922921,41.852058,1059.243523,626.4604955,Illinois,DuPage,274,7,03/29/2020,3月29日,72,0.000296883,615,Illinois-DuPage,0.508705143
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,0,0,03/01/2020,3月1日,0,0,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,0,0,03/02/2020,3月2日,0,0,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,0,0,03/03/2020,3月3日,0,0,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,0,0,03/04/2020,3月4日,0,0,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,0,0,03/05/2020,3月5日,0,0,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,1,0,03/06/2020,3月6日,1,1.04E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,1,0,03/07/2020,3月7日,0,1.04E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,1,0,03/08/2020,3月8日,0,1.04E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,1,0,03/09/2020,3月9日,0,1.04E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,1,0,03/10/2020,3月10日,0,1.04E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,1,0,03/11/2020,3月11日,0,1.04E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,2,0,03/12/2020,3月12日,1,2.07E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,2,0,03/13/2020,3月13日,0,2.07E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,6,0,03/14/2020,3月14日,4,6.22E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,6,0,03/15/2020,3月15日,0,6.22E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,9,1,03/16/2020,3月16日,3,9.33E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,9,1,03/17/2020,3月17日,0,9.33E-06,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,11,1,03/18/2020,3月18日,2,1.14E-05,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,19,1,03/19/2020,3月19日,8,1.97E-05,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,46,2,03/20/2020,3月20日,27,4.77E-05,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,46,2,03/21/2020,3月21日,0,4.77E-05,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,82,3,03/22/2020,3月22日,36,8.50E-05,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,110,3,03/23/2020,3月23日,28,0.000114039,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,161,3,03/24/2020,3月24日,51,0.000166912,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,226,6,03/25/2020,3月25日,65,0.000234298,744,Indiana-Marion,0.518060691
21,Indiana-Marion,964582,39.782976,924.115004,602.3091567,Indiana,Marion,293,6,03/26/2020,3月26日,67,0.000303759,744,Indiana-Marion,0.518060691
