ut,ctname,popestimate2019,Latitude,density,pergdp,state,county,confirmed,death,fulldate,name,newcase,per.confirm,X,ctname,prop.female
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,0,0,03/01/2020,3月1日,0,0,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,0,0,03/02/2020,3月2日,0,0,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,1,0,03/03/2020,3月3日,1,5.98E-07,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,1,0,03/04/2020,3月4日,0,5.98E-07,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,1,0,03/05/2020,3月5日,0,5.98E-07,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,1,0,03/06/2020,3月6日,0,5.98E-07,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,2,0,03/07/2020,3月7日,1,1.20E-06,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,2,0,03/08/2020,3月8日,0,1.20E-06,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,3,0,03/09/2020,3月9日,1,1.79E-06,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,3,0,03/10/2020,3月10日,0,1.79E-06,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,4,0,03/11/2020,3月11日,1,2.39E-06,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,4,0,03/12/2020,3月12日,0,2.39E-06,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,7,0,03/13/2020,3月13日,3,4.19E-06,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,7,0,03/14/2020,3月14日,0,4.19E-06,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,15,0,03/15/2020,3月15日,8,8.97E-06,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,18,0,03/16/2020,3月16日,3,1.08E-05,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,27,0,03/17/2020,3月17日,9,1.62E-05,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,31,0,03/18/2020,3月18日,4,1.85E-05,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,35,0,03/19/2020,3月19日,4,2.09E-05,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,45,0,03/20/2020,3月20日,10,2.69E-05,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,65,0,03/21/2020,3月21日,20,3.89E-05,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,106,0,03/22/2020,3月22日,41,6.34E-05,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,122,1,03/23/2020,3月23日,16,7.30E-05,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,124,2,03/24/2020,3月24日,2,7.42E-05,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,135,2,03/25/2020,3月25日,11,8.08E-05,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,178,4,03/26/2020,3月26日,43,0.000106502,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,220,4,03/27/2020,3月27日,42,0.000131632,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,256,6,03/28/2020,3月28日,36,0.000153172,186,California-Alameda,0.507998486
1,California-Alameda,1671329,37.648081,785.6832595,547.4165487,California,Alameda,270,7,03/29/2020,3月29日,14,0.000161548,186,California-Alameda,0.507998486
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,0,0,03/01/2020,3月1日,0,0,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,0,0,03/02/2020,3月2日,0,0,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,0,0,03/03/2020,3月3日,0,0,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,1,0,03/04/2020,3月4日,1,8.67E-07,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,1,0,03/05/2020,3月5日,0,8.67E-07,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,3,0,03/06/2020,3月6日,2,2.60E-06,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,3,0,03/07/2020,3月7日,0,2.60E-06,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,9,0,03/08/2020,3月8日,6,7.80E-06,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,9,0,03/09/2020,3月9日,0,7.80E-06,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,10,0,03/10/2020,3月10日,1,8.67E-06,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,10,0,03/11/2020,3月11日,0,8.67E-06,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,10,0,03/12/2020,3月12日,0,8.67E-06,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,25,0,03/13/2020,3月13日,15,2.17E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,29,0,03/14/2020,3月14日,4,2.51E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,29,0,03/15/2020,3月15日,0,2.51E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,34,0,03/16/2020,3月16日,5,2.95E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,39,0,03/17/2020,3月17日,5,3.38E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,41,0,03/18/2020,3月18日,2,3.55E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,42,0,03/19/2020,3月19日,1,3.64E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,46,1,03/20/2020,3月20日,4,3.99E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,51,1,03/21/2020,3月21日,5,4.42E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,61,1,03/22/2020,3月22日,10,5.29E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,71,1,03/23/2020,3月23日,10,6.16E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,86,1,03/24/2020,3月24日,15,7.46E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,108,1,03/25/2020,3月25日,22,9.36E-05,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,131,1,03/26/2020,3月26日,23,0.000113565,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,151,2,03/27/2020,3月27日,20,0.000130903,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,168,2,03/28/2020,3月28日,17,0.00014564,192,California-Contra Costa,0.510975774
2,California-Contra Costa,1153526,37.919479,554.1136063,470.0737703,California,Contra Costa,175,3,03/29/2020,3月29日,7,0.000151709,192,California-Contra Costa,0.510975774
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,1,0,03/01/2020,3月1日,0,9.96E-08,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,1,0,03/02/2020,3月2日,0,9.96E-08,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,1,0,03/03/2020,3月3日,0,9.96E-08,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,7,0,03/04/2020,3月4日,6,6.97E-07,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,11,0,03/05/2020,3月5日,4,1.10E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,13,0,03/06/2020,3月6日,2,1.29E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,14,0,03/07/2020,3月7日,1,1.39E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,14,0,03/08/2020,3月8日,0,1.39E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,20,0,03/09/2020,3月9日,6,1.99E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,20,0,03/10/2020,3月10日,0,1.99E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,29,1,03/11/2020,3月11日,9,2.89E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,29,1,03/12/2020,3月12日,0,2.89E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,40,1,03/13/2020,3月13日,11,3.98E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,53,1,03/14/2020,3月14日,13,5.28E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,69,1,03/15/2020,3月15日,16,6.87E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,94,1,03/16/2020,3月16日,25,9.36E-06,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,144,1,03/17/2020,3月17日,50,1.43E-05,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,190,1,03/18/2020,3月18日,46,1.89E-05,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,231,2,03/19/2020,3月19日,41,2.30E-05,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,292,2,03/20/2020,3月20日,61,2.91E-05,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,351,4,03/21/2020,3月21日,59,3.50E-05,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,409,5,03/22/2020,3月22日,58,4.07E-05,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,536,7,03/23/2020,3月23日,127,5.34E-05,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,662,11,03/24/2020,3月24日,126,6.59E-05,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,812,13,03/25/2020,3月25日,150,8.09E-05,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,1230,21,03/26/2020,3月26日,418,0.000122521,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,1465,26,03/27/2020,3月27日,235,0.000145929,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,1818,32,03/28/2020,3月28日,353,0.000181092,204,California-Los Angeles,0.507012407
3,California-Los Angeles,10039107,34.196398,815.8638686,495.6868038,California,Los Angeles,2136,37,03/29/2020,3月29日,318,0.000212768,204,California-Los Angeles,0.507012407
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,1,0,03/01/2020,3月1日,0,3.15E-07,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,1,0,03/02/2020,3月2日,0,3.15E-07,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,1,0,03/03/2020,3月3日,0,3.15E-07,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,3,0,03/04/2020,3月4日,2,9.45E-07,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,3,0,03/05/2020,3月5日,0,9.45E-07,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,3,0,03/06/2020,3月6日,0,9.45E-07,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,3,0,03/07/2020,3月7日,0,9.45E-07,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,3,0,03/08/2020,3月8日,0,9.45E-07,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,5,0,03/09/2020,3月9日,2,1.57E-06,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,5,0,03/10/2020,3月10日,0,1.57E-06,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,6,0,03/11/2020,3月11日,1,1.89E-06,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,6,0,03/12/2020,3月12日,0,1.89E-06,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,13,0,03/13/2020,3月13日,7,4.09E-06,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,14,0,03/14/2020,3月14日,1,4.41E-06,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,17,0,03/15/2020,3月15日,3,5.35E-06,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,22,0,03/16/2020,3月16日,5,6.93E-06,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,29,0,03/17/2020,3月17日,7,9.13E-06,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,42,0,03/18/2020,3月18日,13,1.32E-05,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,53,0,03/19/2020,3月19日,11,1.67E-05,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,65,0,03/20/2020,3月20日,12,2.05E-05,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,78,0,03/21/2020,3月21日,13,2.46E-05,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,95,0,03/22/2020,3月22日,17,2.99E-05,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,125,0,03/23/2020,3月23日,30,3.94E-05,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,152,1,03/24/2020,3月24日,27,4.79E-05,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,187,1,03/25/2020,3月25日,35,5.89E-05,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,256,1,03/26/2020,3月26日,69,8.06E-05,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,321,3,03/27/2020,3月27日,65,0.00010108,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,403,4,03/28/2020,3月28日,82,0.000126901,215,California-Orange,0.506334966
4,California-Orange,3175692,33.675687,1293.308029,507.2969142,California,Orange,431,4,03/29/2020,3月29日,28,0.000135718,215,California-Orange,0.506334966
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,2,0,03/01/2020,3月1日,0,1.29E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,2,0,03/02/2020,3月2日,0,1.29E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,2,0,03/03/2020,3月3日,0,1.29E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,2,0,03/04/2020,3月4日,0,1.29E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,2,0,03/05/2020,3月5日,0,1.29E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,2,0,03/06/2020,3月6日,0,1.29E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,2,0,03/07/2020,3月7日,0,1.29E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,2,0,03/08/2020,3月8日,0,1.29E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,10,0,03/09/2020,3月9日,8,6.44E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,10,1,03/10/2020,3月10日,0,6.44E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,10,1,03/11/2020,3月11日,0,6.44E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,10,1,03/12/2020,3月12日,0,6.44E-06,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,17,1,03/13/2020,3月13日,7,1.10E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,29,1,03/14/2020,3月14日,12,1.87E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,32,1,03/15/2020,3月15日,3,2.06E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,33,2,03/16/2020,3月16日,1,2.13E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,40,2,03/17/2020,3月17日,7,2.58E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,40,2,03/18/2020,3月18日,0,2.58E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,45,3,03/19/2020,3月19日,5,2.90E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,53,3,03/20/2020,3月20日,8,3.41E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,53,3,03/21/2020,3月21日,0,3.41E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,53,3,03/22/2020,3月22日,0,3.41E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,88,4,03/23/2020,3月23日,35,5.67E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,88,4,03/24/2020,3月24日,0,5.67E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,113,5,03/25/2020,3月25日,25,7.28E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,113,5,03/26/2020,3月26日,0,7.28E-05,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,164,6,03/27/2020,3月27日,51,0.000105666,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,164,6,03/28/2020,3月28日,0,0.000105666,219,California-Sacramento,0.511366505
5,California-Sacramento,1552058,38.450011,602.8603723,384.4225081,California,Sacramento,164,6,03/29/2020,3月29日,0,0.000105666,219,California-Sacramento,0.511366505
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,0,0,03/01/2020,3月1日,0,0,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,0,0,03/02/2020,3月2日,0,0,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,0,0,03/03/2020,3月3日,0,0,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,0,0,03/04/2020,3月4日,0,0,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,2,0,03/05/2020,3月5日,2,2.27E-06,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,2,0,03/06/2020,3月6日,0,2.27E-06,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,9,0,03/07/2020,3月7日,7,1.02E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,9,0,03/08/2020,3月8日,0,1.02E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,15,0,03/09/2020,3月9日,6,1.70E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,15,0,03/10/2020,3月10日,0,1.70E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,18,0,03/11/2020,3月11日,3,2.04E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,18,0,03/12/2020,3月12日,0,2.04E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,23,0,03/13/2020,3月13日,5,2.61E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,28,0,03/14/2020,3月14日,5,3.18E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,37,0,03/15/2020,3月15日,9,4.20E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,40,0,03/16/2020,3月16日,3,4.54E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,43,0,03/17/2020,3月17日,3,4.88E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,51,0,03/18/2020,3月18日,8,5.79E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,70,0,03/19/2020,3月19日,19,7.94E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,84,0,03/20/2020,3月20日,14,9.53E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,84,0,03/21/2020,3月21日,0,9.53E-05,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,108,0,03/22/2020,3月22日,24,0.000122512,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,131,0,03/23/2020,3月23日,23,0.000148602,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,152,0,03/24/2020,3月24日,21,0.000172424,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,178,1,03/25/2020,3月25日,26,0.000201917,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,223,2,03/26/2020,3月26日,45,0.000252964,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,279,3,03/27/2020,3月27日,56,0.000316488,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,308,4,03/28/2020,3月28日,29,0.000349385,223,California-San Francisco,0.49013874
6,California-San Francisco,881549,37.727239,1467.804992,1290.669841,California,San Francisco,340,5,03/29/2020,3月29日,32,0.000385685,223,California-San Francisco,0.49013874
7,California-Santa Clara,1927852,37.220777,570.7892181,1149.299202,California,Santa Clara,3,0,03/01/2020,3月1日,0,1.56E-06,228,California-Santa Clara,0.493763838
7,California-Santa Clara,1927852,37.220777,570.7892181,1149.299202,California,Santa Clara,9,0,03/02/2020,3月2日,6,4.67E-06,228,California-Santa Clara,0.493763838
